limb,st_mean,st_std,ctr_mean,ctr_std,con_mean,con_std
left_arm,52.93650793650794,1.8645192798795205,61.332199546485256,5.648116538077313,63.25963718820861,4.0088184233066775
right_arm,50.50453514739229,4.134783222769866,58.44671201814059,8.941690322506272,59.954648526077094,7.297845198172149
left_leg,54.34240362811791,0.6641126823404752,58.80952380952381,9.306767226473054,63.65079365079365,4.65935357561728
right_leg,54.13832199546485,1.2274257236031159,58.44104308390022,9.263165179527286,64.1156462585034,4.670114683173689
